time,open,high,low,close,Volume
2021-10-29,381.06,386.28,380.7,386.11,37310116
2021-11-01,386.56,387.56,384.42,387.43,30765303
2021-11-02,386.8,389.54,386.75,389.05,25135292
2021-11-03,389.55,393.61,388.48,393.18,33748901
2021-11-04,394.48,399.2,393.92,398.22,40265313
2021-11-05,400.04,400.99,397.16,398.6,43383802
2021-11-08,398.57,399.62,397.4,398.06,29256270
2021-11-09,399.16,399.57,393.92,395.32,50490720
2021-11-10,392.47,395.36,387.53,389.51,54937385
2021-11-11,392.57,392.75,390.24,390.59,32242983
2021-11-12,391.77,395.25,390.13,394.7,34730564
2021-11-15,395.91,396.24,392.095,394.61,33716861
2021-11-16,393.86,397.93,393.66,397.42,27872940
2021-11-17,397.75,399.7196,396.64,397.63,28703263
2021-11-18,399.73,402.27,397.45,401.75,45721515
2021-11-19,403.43,405.3,402.58,403.99,45191721
2021-11-22,405.57,408.71,399.19,399.3,61715370
2021-11-23,398.11,400.23,392.92,397.48,70098736
2021-11-24,394.93,399.05,392.54,398.76,46954382
2021-11-26,396.11,397.54,389.77,391.2,51533314
2021-11-29,395.89,400.73,395.14,399.69,54447106
2021-11-30,398.78,401.19,391.75,393.82,81332693
2021-12-01,398.28,400.48,386.64,387.12,78379245
2021-12-02,385.8,391.74,384.34,389.91,84416623
2021-12-03,391.31,392.34,378.9,383.13,105349104
2021-12-06,383.63,387.6,379.3,386.2,67588801
2021-12-07,393.03,398.46,392.99,397.83,56005264
2021-12-08,398.17,399.82,396.22,399.61,39204041
2021-12-09,398.35,400.2,393.5299,393.73,49973714
2021-12-10,396.62,398.28,393.36,398.01,52545767
2021-12-13,398,398.325,391.88,392.26,50166410
2021-12-14,387.3,390.09,383.63,388.2,75199181
2021-12-15,387.94,397.4198,383.88,397.05,73858028
